registro_id,data_movimentacao,cidade,uf,canal,dispositivo,tipo_movimentacao,categoria,grupo_financeiro,titulo_movimentacao,valor_total,forma_pagamento,pago_por,participantes_qtd,percentual_rateio,valor_por_participante,status_rateio,status_pagamento,data_vencimento,dias_atraso,comprovante_enviado,origem_registro,saldo_participante,avaliacao_experiencia,observacao
CAF-00241,31/02/2025,Uberlândia,MG,web,mobile,reembolso,viagem,Equipe Projeto,Hotel,"1424,48",transferencia,Mateus,7,14.29,203.5,fechado,pago,29/05/2025,0,NÃO,importacao_bancaria,-331.74,2.3,
CAF-00242,2025-10-02,Belo Horizonte,MG,api,tablet,pagamento_rateio,moradia,Equipe Projeto,Aluguel,"1884,13",dinheiro,Felipe,3,33.33,628.04,fechado,pendente,2025-10-09,0,,api_integracao,-424.96,4.0,
CAF-00243,2025-07-12,salvador,BA,site,tablet,receita,moradia,Pessoal,Freelance,2723.24,transferencia,Henrique,1,100,2723.24,cancelado,atrasado,2025-07-24,19,SIM,importacao_bancaria,241.33,3.6,
CAF-00244,2025-04-18,Campinas,sp,app,tablet,receita,moradia,Pessoal,Freelance,6352.7,cartao_credito,Ana,1,100,6352.7,aberto,pago,2025-04-28,0,nao,recorrente,"-306,0",2.4,
CAF-00245,2025-08-16,uberlândia,mg,site,mobile,despesa_pessoal,saude,Pessoal,Exame,93.95,boleto,Carla,1,100,93.95,parcial,falha_pagamento,2025-08-29,0,nao,manual,"-209,73",4.1,
CAF-00246,05/03/2025,Campinas,SP,site,tablet,receita,alimentaçao,Pessoal,Salário,4077.96,transferencia,Carla,1,100,4077.96,aberto,pendente,2025-03-06,5,SIM,importacao_bancaria,-92.34,4.8,
CAF-00247,2025-10-03,Uberlândia,mg,app,mobile,despesa_grupo,lazer,Viagem Praia,Show,509.14,cartao_debito,Carla,7,14.29,72.73,fechado,pendente,2025-10-11,0,nao,recorrente,-52.72,4.8,
CAF-00248,2025-03-25,São Paulo,SP,web,mobile,pagamento_rateio,lazer,Familia Silva,Barzinho,119.06,pix,Larissa,6,16.67,19.84,parcial,pago,2025-03-27,0,SIM,api_integracao,-424.4,4.4,
CAF-00249,2025-06-28,Curitiba,PR,app,mobile,despesa_grupo,contas,Viagem Praia,Internet,688.08,transferencia,Natália,6,16.67,114.68,parcial,atrasado,2025-07-10,9,SIM,manual,223.99,4.1,
CAF-00250,01/07/2025,Curitiba,PR,site,desktop,despesa_pessoal,transporte,Pessoal,Pedágio,720.78,transferencia,Bruno,1,100,720.78,aberto,pendente,2025-07-03,12,SIM,recorrente,"370,02","2,0",
CAF-00251,2025-01-04,Salvador,BA,app,tablet,despesa_pessoal,moradia,Equipe Projeto,Condomínio,,boleto,Felipe,2,100,1371.16,parcial,pago,15/01/2025,0,SIM,importacao_bancaria,398.07,4.6,
CAF-00252,19-01-2025,ribeirão preto,sp,web,desktop,despesa_grupo,transportee,Republica Alpha,Pedágio,758.31,cartao_credito,Giovana,4,25.0,189.58,aberto,pago,2025-01-25,0,,importacao_bancaria,-107.14,4.7,
CAF-00253,2025-03-13,belo horizonte,MG,site,mobile,despesa_grupo,alimentacao,Viagem Praia,Jantar,366.58,cartao_debito,Rafaela,2,50.0,183.29,aberto,pendente,28/03/2025,0,sim,recorrente,"-13,12",3.5,
CAF-00254,2025-06-26,campinas,SP,web,tablet,receita,contas,Pessoal,Depósito,3245.03,boleto,Carla,1,100,3245.03,fechado,pendente,04/07/2025,0,nao,recorrente,"-361,91","4,1",
CAF-00255,2025-08-07,campinas,sp,web,tablet,despesa_grupo,lazer,Equipe Projeto,Barzinho,370.77,pix,Isabela,5,20.0,"74,15",fechado,pendente,2025-08-15,0,NÃO,importacao_bancaria,-216.19,2.1,
CAF-00256,2025-01-07,São Paulo,SP,api,tablet,receita,educacao,Pessoal,Reembolso recebido,"5857,0",cartao_credito,Larissa,1,100,"5857,0",fechado,pendente,25/01/2025,0,nao,importacao_bancaria,"245,59",4.8,
CAF-00257,14-10-2025,Salvador,BA,web,mobile,despesa_pessoal,educacao,Republica Alpha,Curso,"2335,61",cartao_credito,Eduarda,2,100,1167.81,cancelado,pendente,2025-10-20,0,,manual,-401.38,4.3,
CAF-00258,2025-09-26,Campinas,SP,app,mobile,despesa_grupo,educacao,Equipe Projeto,Livro,772.2,cartao_debito,Rafaela,3,33.33,257.4,aberto,atrasado,16/10/2025,14,,manual,-598.32,"3,0",
CAF-00259,23/04/2025,curitiba,PR,app,tablet,receita,contas,Amigos Futebol,Depósito,2332.12,boleto,Larissa,8,100,291.51,fechado,pago,2025-05-07,0,NÃO,api_integracao,-422.0,3.4,
CAF-00260,2025-04-07,Uberlândia,MG,web,mobile,receita,moradia,Republica Alpha,Salário,"5511,4",transferencia,Rafaela,2,100,2755.7,aberto,atrasado,2025-04-15,41,,manual,350.88,2.0,
CAF-00261,2025-10-06,uberlândia,mg,api,mobile,despesa_pessoal,contas,Pessoal,Água,35.04,dinheiro,Giovana,1,100,"35,04",aberto,pago,13/10/2025,0,NÃO,manual,"-9,82","5,0",
CAF-00262,2025-04-03,São Paulo,SP,api,desktop,reembolso,mercado,Evento Churrasco,Compra mensal,323.21,cartao_debito,Natália,7,14.29,46.17,fechado,atrasado,07/04/2025,10,SIM,importacao_bancaria,"-131,28",4.2,
CAF-00263,2025-07-31,salvador,BA,site,desktop,despesa_grupo,saude,Evento Churrasco,Exame,"462,74",cartao_credito,Giovana,2,50.0,231.37,parciall,pago,18/08/2025,0,nao,manual,-317.77,2.0,
CAF-00264,10-10-2025,Belo Horizonte,MG,app,tablet,despesa_grupo,moradia,Pessoal,Aluguel,1560.42,pix,Mateus,1,100.0,1560.42,abertto,pago,25/10/2025,0,nao,manual,-423.74,2.4,
CAF-00265,2025-01-07,são paulo,SP,site,tablet,despesa_grupo,contas,Pessoal,Telefone,477.72,cartao_debito,Rafaela,1,100.0,477.72,parcial,pendente,2025-01-14,2,,recorrente,573.51,2.4,
CAF-00266,2025-03-26,Salvador,ba,app,mobile,despesa_grupo,viagem,Republica Alpha,Passagem,1893.47,pix,Diego,6,16.67,NA,aberto,estornado,2025-04-01,0,sim,importacao_bancaria,-277.0,4.9,
CAF-00267,20/07/2025,São Paulo,sp,web,tablet,despesa_pessoal,educacao,Viagem Praia,Curso,1439.02,boleto,Pedro,8,100,179.88,aberto,pendente,2025-08-03,0,nao,importacao_bancaria,368.97,4.0,
CAF-00268,2025-08-09,Belo Horizonte,MG,app,mobile,despesa_pessoal,saude,Pessoal,Farmácia,134.09,cartao_debito,Isabela,1,100,134.09,fechado,atrasado,2025-08-11,30,SIM,importacao_bancaria,520.87,2.5,
CAF-00269,2025-10-19,Salvador,BA,site,desktop,despesa_grupo,viagem,Casa 302,Hotel,1791.94,cartao_debito,Rafaela,7,14.29,255.99,aberto,falha_pagamento,2025-10-20,0,nao,manual,-414.53,2.3,
CAF-00270,25-02-2025,Belo Horizonte,mg,api,mobile,despesa_grupo,saude,Equipe Projeto,Exame,"633,97",pix,Eduarda,5,20.0,NA,aberto,pendente,2025-03-12,0,,manual,585.37,4.3,
CAF-00271,2025-03-14,belo horizonte,MG,web,desktop,despesa_pessoal,mercado,Pessoal,Supermercado,"92,19",dinheiro,Felipe,1,100,92.19,cancelado,pendente,2025-03-20,0,NÃO,importacao_bancaria,"558,71",3.3,
CAF-00272,2025-06-12,Ribeirão Preto,SP,api,mobile,reembolso,contas,Amigos Futebol,Luz,840.18,cartao_credito,Larissa,5,20.0,168.04,fechado,pago,2025-06-13,0,nao,recorrente,235.74,4.3,
CAF-00273,2025-09-13,Ribeirão Preto,SP,web,tablet,pagamento_rateio,viagem,Familia Silva,Passagem,1413.4,boleto,João,3,33.33,"471,13",parcial,pago,2025-09-26,0,,manual,594.44,4.4,
CAF-00274,2025-08-04,Ribeirão Preto,sp,web,mobile,despesa_grupo,saude,Pessoal,Exame,,transferencia,Giovana,1,100.0,NA,aberto,pagoo,2025-08-11,0,SIM,api_integracao,-231.12,4.7,
CAF-00275,31/02/2025,Belo Horizonte,MG,site,tablet,despesa_pessoal,alimentacao,Pessoal,Pizza,799.39,dinheiro,Mateus,1,100,799.39,aberto,estornado,2025-06-28,0,nao,manual,"252,03","2,4",
CAF-00276,2025-03-20,Uberlândia,mg,site,desktop,despesa_pessoal,viagem,Pessoal,Passagem,1875.94,cartao_credito,Mateus,1,100,"1875,94",fechado,atrasado,2025-03-28,18,sim,importacao_bancaria,152.93,3.9,
CAF-00277,09/09/2025,belo horizonte,MG,app,mobile,receita,contas,Evento Churrasco,Freelance,"5950,74",transf,João,7,100,"850,11",parcial,pendete,19/09/2025,0,,manual,"-409,93",4.2,
CAF-00278,2025-03-06,Ribeirão Preto,sp,api,desktop,receita,saude,Pessoal,Freelance,1927.9,transferencia,Eduarda,1,100,1927.9,cancelado,pendente,2025-03-24,0,NÃO,recorrente,"459,43","3,3",
CAF-00279,2025-10-28,Salvador,ba,api,desktop,reembolso,viagem,Equipe Projeto,Hotel,1409.23,cartao_credito,Natália,4,25.0,352.31,aberto,pendente,2025-10-28,0,,api_integracao,"478,49",3.7,
CAF-00280,12/06/2025,Campinas,SP,web,mobile,pagamento_rateio,contas,Familia Silva,Luz,,boleto,Felipe,6,16.67,"65,51",parcial,pago,2025-06-21,0,,manual,"493,97",2.9,
CAF-00281,2025-06-27,Salvador,ba,api,tablet,pagamento_rateio,saude,Familia Silva,Consulta,797.98,pix,Ana,3,33.33,265.99,aberto,pendente,30/06/2025,0,NÃO,importacao_bancaria,"-395,77",2.6,
CAF-00282,2025-07-14,São Paulo,SP,app,mobile,despesa_grupo,moradia,Pessoal,Água,1837.03,cartao_credito,João,1,100.0,"1837,03",parcial,pago,2025-07-22,0,NÃO,importacao_bancaria,-489.84,"4,3",
CAF-00283,2025-07-17,Uberlândia,MG,api,desktop,receita,moradia,Familia Silva,Freelance,,boleto,Isabela,3,100,1126.29,fechado,pendente,2025-07-25,0,,manual,-423.25,4.6,
CAF-00284,2025-03-19,Belo Horizonte,mg,api,desktop,despesa_grupo,contas,Pessoal,Água,"260,49",dinheiro,Carla,1,100.0,260.49,parcial,pagoo,2025-04-03,0,sim,manual,175.61,4.9,
CAF-00285,2025-05-18,São Paulo,SP,api,tablet,despesa_pessoal,alimentacao,Pessoal,Padaria,773.0,boleto,Henrique,1,100,773.0,fechdao,atrasado,2025-05-25,44,sim,importacao_bancaria,-375.19,4.7,
CAF-00286,08/09/2025,ribeirão preto,SP,api,mobile,despesa_pessoal,moradia,Familia Silva,Aluguel,2448.13,dinheiro,Henrique,7,100,349.73,aberto,pago,2025-09-23,0,NÃO,manual,393.3,"2,9",
CAF-00287,2025-03-14,Uberaba,MG,web,desktop,despesa_grupo,transporte,Equipe Projeto,Ônibus,"548,34",cartao_debito,Rafaela,7,14.29,78.33,fechado,estornado,28/03/2025,0,,importacao_bancaria,-281.63,4.0,
CAF-00288,2025-06-27,Uberaba,MG,web,tablet,despesa_grupo,mercado,Viagem Praia,Hortifruti,421.5,pix,Natália,4,25.0,"105,38",aberto,pendente,06/07/2025,8,SIM,manual,"-83,61",4.0,
CAF-00289,27-10-2025,Curitiba,PR,api,mobile,reembolso,contas,Pessoal,Telefone,822.37,pix,Rafaela,1,100.0,822.37,aberto,pendente,2025-11-05,0,SIM,importacao_bancaria,219.99,2.6,
CAF-00290,2025-06-10,Salvador,BA,web,desktop,despesa_pessoal,educacao,Pessoal,Livro,750.67,cartao_debito,Natália,1,100,750.67,aberto,pago,2025-06-14,0,,api_integracao,-535.76,"4,5",
CAF-00291,2025-10-17,Salvador,ba,app,tablet,despesa_grupo,moradia,Evento Churrasco,Condomínio,2275.69,cartao_credito,Eduarda,7,14.29,"325,1",aberto,falha_pagamento,17/10/2025,0,,importacao_bancaria,"-462,35",2.0,
CAF-00292,2025-10-07,Ribeirão Preto,SP,web,mobile,despesa_pessoal,moradia,Pessoal,Condomínio,2463.74,boleto,Diego,1,100,"2463,74",parcial,pendente,10/10/2025,0,SIM,recorrente,-137.02,4.4,
CAF-00293,01-07-2025,Ribeirão Preto,SP,app,mobile,despesa_grupo,educacao,Equipe Projeto,Livro,1846.41,boleto,Bruno,3,33.33,615.47,fechado,pago,2025-07-19,0,nao,api_integracao,341.95,4.0,
CAF-00294,2025-10-25,belo horizonte,mg,site,mobile,despesa_grupo,transporte,Evento Churrasco,Ônibus,285.26,cartao_credito,Natália,8,12.5,NA,fechdao,atrasado,28/10/2025,12,NÃO,recorrente,"506,85","2,2",
CAF-00295,2025-10-21,Campinas,SP,api,mobile,despesa_grupo,moradia,Pessoal,Internet,898.04,boleto,Ana,1,100.0,898.04,fechado,pago,2025-10-27,0,nao,manual,-168.53,3.2,
CAF-00296,14/10/2025,Uberlândia,MG,app,tablet,despesa_grupo,educacao,Amigos Futebol,Curso,1007.13,boleto,Isabela,4,25.0,"251,78",aberto,atrasado,23/10/2025,17,NÃO,api_integracao,-518.46,"4,6",
CAF-00297,2025-05-15,Uberaba,MG,api,mobile,despesa_grupo,educacao,Casa 302,Mensalidade,"527,64",dinheiro,Bruno,8,12.5,65.95,cancelado,estornado,2025-05-16,0,sim,recorrente,117.78,3.8,
CAF-00298,11-01-2025,Uberaba,MG,web,tablet,receita,alimentacao,Pessoal,Depósito,4764.01,dinheiro,Mateus,1,100,4764.01,parcial,pendente,2025-01-25,0,SIM,api_integracao,-367.63,"3,3",
CAF-00299,2025-02-09,Ribeirão Preto,sp,api,tablet,despesa_pessoal,lazer,Viagem Praia,Game,414.72,pix,Larissa,2,100,"207,36",aberto,falha_pagamento,2025-02-15,0,SIM,importacao_bancaria,-67.75,2.9,
CAF-00300,2025-02-10,São Paulo,SP,api,tablet,despesa_pessoal,transporte,Pessoal,Combustível,,cartao_credito,Mateus,1,100,44.95,parcial,atrasado,2025-02-13,3,SIM,api_integracao,"105,89",2.9,
CAF-00301,2025-06-06,Salvador,BA,api,desktop,reembolso,lazer,Republica Alpha,Barzinho,621.03,boleto,Giovana,8,12.5,77.63,parcial,atrasado,07/06/2025,36,NÃO,api_integracao,"430,22","4,8",
CAF-00302,13-02-2025,Curitiba,PR,api,desktop,despesa_grupo,mercado,Republica Alpha,Supermercado,271.26,transferencia,Felipe,8,12.5,33.91,aberto,pendente,2025-02-27,1,SIM,recorrente,165.29,3.7,
CAF-00303,2025-03-31,Uberaba,MG,site,tablet,despesa_pessoal,saude,Pessoal,Farmácia,477.1,cartao_credito,Ana,1,100,477.1,cancelado,falha_pagamento,2025-04-08,0,SIM,manual,120.69,3.0,
CAF-00304,2025-07-04,Belo Horizonte,MG,api,tablet,despesa_grupo,viagem,Republica Alpha,Passeio,2948.84,pix,Bruno,6,16.67,491.47,aberto,pendente,20/07/2025,0,nao,recorrente,396.87,2.1,
CAF-00305,28/09/2025,Ribeirão Preto,SP,api,desktop,despesa_grupo,mercado,Equipe Projeto,Hortifruti,"217,97",cartao_debito,Diego,5,20.0,43.59,aberto,falha_pagamento,2025-10-05,0,NÃO,api_integracao,-504.37,3.7,
CAF-00306,2025-03-12,Curitiba,pr,web,desktop,despesa_pessoal,moraddia,Pessoal,Condomínio,2847.76,pix,Carla,1,100,"2847,76",aberto,pendente,2025-03-29,0,sim,importacao_bancaria,443.35,4.5,
CAF-00307,2025-06-22,Uberlândia,mg,api,desktop,pagamento_rateio,saude,Pessoal,Consulta,647.65,transferencia,Carla,1,100.0,"647,65",fechado,atrasado,10/07/2025,33,sim,importacao_bancaria,474.72,3.8,
CAF-00308,2025-10-24,Belo Horizonte,MG,site,mobile,despesa_grupo,lazer,Pessoal,Barzinho,"495,24",boleto,Felipe,1,100.0,495.24,aberto,pendente,2025-10-27,0,nao,importacao_bancaria,"-253,83",4.8,
CAF-00309,2025-04-10,Uberaba,MG,web,tablet,despesa_pessoal,moradia,Amigos Futebol,Aluguel,2969.67,pix,Henrique,5,100,"593,93",parcial,pendente,14/04/2025,0,sim,api_integracao,364.37,4.2,
CAF-00310,2025-09-24,Uberaba,MG,site,mobile,despesa_pessoal,lazer,Amigos Futebol,Game,141.45,cartao_credito,Mateus,5,100,28.29,aberto,pendete,26/09/2025,0,nao,manual,-78.82,3.5,
CAF-00311,2025-05-30,Ribeirão Preto,SP,api,tablet,despesa_pessoal,transporte,Pessoal,Pedágio,365.36,dinheiro,Felipe,1,100,NA,aberto,pago,2025-06-04,0,SIM,manual,-182.91,"3,2",
CAF-00312,15/10/2025,Curitiba,PR,web,desktop,despesa_grupo,alimentacao,Amigos Futebol,Jantar,"623,04",cartao_debito,Larissa,8,12.5,77.88,aberto,pago,2025-10-22,0,nao,importacao_bancaria,335.46,2.3,
CAF-00313,2025-01-26,Salvador,BA,web,tablet,despesa_grupo,moradia,Casa 302,Energia,1925.91,cartao_credito,Ana,2,50.0,"962,96",fechado,atrasado,2025-02-11,26,NÃO,manual,-411.67,2.9,
CAF-00314,2025-08-01,são paulo,SP,web,mobile,reembolso,mercado,Casa 302,Hortifruti,442.82,pix,Eduarda,4,25.0,110.7,parcial,pendente,2025-08-21,0,NÃO,manual,-333.3,3.2,
CAF-00315,2025-01-13,Campinas,SP,app,tablet,despesa_grupo,moradia,Familia Silva,Aluguel,941.89,dinheiro,João,3,33.33,313.96,aberto,pago,2025-01-28,0,,importacao_bancaria,"-529,28",3.5,
CAF-00316,2025-05-01,Ribeirão Preto,SP,app,mobile,despesa_grupo,transporte,Pessoal,Combustível,647.0,cartao credito,Isabela,1,100.0,647.0,fechado,pendente,15/05/2025,7,NÃO,importacao_bancaria,151.4,3.6,
CAF-00317,2025-03-26,Campinas,SP,api,tablet,despesa_pessoal,saude,Pessoal,Consulta,"789,11",transferencia,Pedro,1,100,"789,11",fechado,pendente,2025-04-10,0,nao,recorrente,-519.54,4.9,
CAF-00318,2025-04-09,Belo Horizonte,MG,web,desktop,despesa_pessoal,lazer,Pessoal,Show,100.99,cartao_credito,Eduarda,1,100,100.99,aberto,pago,13/04/2025,0,,recorrente,-203.81,"4,3",
CAF-00319,2025-03-26,Uberaba,MG,app,mobile,despesa_pessoal,saude,Pessoal,Consulta,288.12,boleto,Natália,1,100,288.12,aberto,pago,07/04/2025,0,NÃO,api_integracao,-225.89,3.6,
CAF-00320,13/10/2025,salvador,BA,web,tablet,despesa_grupo,contas,Equipe Projeto,Água,334.35,cartao_credito,Rafaela,7,14.29,47.76,cancelado,pendente,2025-10-24,5,SIM,manual,493.25,"4,7",
CAF-00321,30-08-2025,Ribeirão Preto,SP,app,mobile,despesa_grupo,moradia,Viagem Praia,Condomínio,2727.08,pix,Ana,5,20.0,NA,fechado,pendente,02/09/2025,0,nao,manual,-200.8,4.0,
CAF-00322,09/04/2025,São Paulo,sp,web,mobile,despesa_grupo,lazer,Pessoal,Show,,pix,Eduarda,1,100.0,"545,48",aberto,pago,2025-04-19,0,sim,recorrente,-494.21,4.8,
CAF-00323,07/06/2025,Campinas,SP,api,mobile,despesa_grupo,mercado,Viagem Praia,Hortifruti,"132,26",cartao_debito,Giovana,3,33.33,44.09,fechado,pendente,2025-06-13,0,NÃO,api_integracao,"-489,11",3.1,
CAF-00324,2025-05-28,curitiba,PR,api,mobile,despesa_pessoal,alimentacao,Viagem Praia,Jantar,131.75,boleto,Felipe,4,100,"32,94",parcial,pago,2025-05-29,0,sim,api_integracao,"443,19",2.0,
CAF-00325,11/08/2025,Ribeirão Preto,SP,api,tablet,despesa_grupo,contas,Amigos Futebol,Luz,825.59,cartao_credito,Natália,6,16.67,137.6,aberto,pago,19/08/2025,0,NÃO,manual,-403.17,"2,5",
CAF-00326,14/03/2025,Ribeirão Preto,SP,site,mobile,pagamento_rateio,mercado,Amigos Futebol,Supermercado,169.14,cartao_credito,Giovana,2,50.0,"84,57",fechado,pendente,31/03/2025,0,NÃO,importacao_bancaria,"-186,35",3.4,
CAF-00327,25/05/2025,Belo Horizonte,MG,api,desktop,despesa_pessoal,alimentacao,Pessoal,Padaria,163.76,cartao_credito,Felipe,1,100,163.76,aberto,pago,2025-05-25,0,NÃO,manual,174.69,"2,4",
CAF-00328,2025-03-25,Uberlândia,mg,app,tablet,reembolso,alimentacao,Viagem Praia,Café,122.5,boleto,Giovana,7,14.29,17.5,parcial,pago,2025-04-06,0,sim,api_integracao,"-90,02","4,2",
CAF-00329,2025-02-10,Salvador,BA,api,mobile,despesa_pessoal,saude,Pessoal,Consulta,,pix,Pedro,1,100,250.23,parcial,pago,2025-03-01,0,SIM,recorrente,-195.05,2.9,
CAF-00330,2025-05-08,uberlândia,mg,web,desktop,pagamento_rateio,viagem,Evento Churrasco,Passagem,2925.2,transferencia,Pedro,6,16.67,487.53,parcial,pendente,2025-05-18,12,sim,recorrente,"15,16",4.2,
CAF-00331,2025-10-20,Curitiba,PR,site,tablet,reembolso,viagem,Evento Churrasco,Passagem,1595.3,transferencia,Mateus,8,12.5,199.41,aberto,pago,2025-10-21,0,nao,api_integracao,"-272,78",3.2,
CAF-00332,2025-08-24,Salvador,BA,app,desktop,despesa_grupo,viagem,Evento Churrasco,Passagem,2466.33,cartao_credito,Isabela,7,14.29,"352,33",aberto,pago,2025-09-05,0,,manual,157.66,"3,7",
CAF-00333,12/01/2025,Curitiba,PR,site,desktop,pagamento_rateio,moradia,Pessoal,Internet,701.96,dinheiro,Diego,1,100.0,701.96,aberto,pendente,2025-01-21,12,NÃO,recorrente,-177.57,2.7,
CAF-00334,2025-08-26,ribeirão preto,SP,web,desktop,despesa_grupo,viagem,Evento Churrasco,Passagem,"630,22",boelto,Larissa,5,20.0,126.04,cancelado,pago,2025-09-15,0,nao,importacao_bancaria,131.65,"3,5",
CAF-00335,2025-07-19,Campinas,sp,api,tablet,reembolso,moradia,Evento Churrasco,Condomínio,1185.0,pix,Diego,6,16.67,NA,parcial,pendente,2025-08-07,0,nao,recorrente,"0,26",2.3,
CAF-00336,2025-07-17,Belo Horizonte,MG,app,tablet,receita,educacao,Evento Churrasco,Salário,5487.2,pix,Felipe,5,100,1097.44,fechado,pago,2025-08-06,0,sim,manual,"-424,82","2,8",
CAF-00337,09/09/2025,Curitiba,PR,api,desktop,receita,mercado,Pessoal,Freelance,947.86,cartao_debito,João,1,100,"947,86",aberto,pendente,2025-09-14,0,NÃO,api_integracao,"-414,67",4.4,
CAF-00338,2025-09-22,São Paulo,SP,api,tablet,despesa_grupo,saude,Viagem Praia,Exame,417.51,dinheiro,Rafaela,5,20.0,NA,aberto,falha_pagamento,2025-10-02,0,nao,importacao_bancaria,-419.89,3.8,
CAF-00339,2025-04-14,Uberaba,mg,api,tablet,despesa_grupo,educacao,Familia Silva,Curso,1840.4,cartao_credito,Eduarda,8,12.5,230.05,fechado,pago,04/05/2025,0,nao,recorrente,"-387,08",4.9,
CAF-00340,2025-02-20,Uberaba,MG,site,desktop,despesa_grupo,transporte,Evento Churrasco,Combustível,98.4,boelto,Diego,6,16.67,"16,4",parcial,pago,2025-03-10,0,sim,recorrente,332.88,2.6,
CAF-00341,2025-09-30,Curitiba,PR,web,mobile,pagamento_rateio,moradia,Evento Churrasco,Aluguel,3126.91,dinheiro,Henrique,3,33.33,"1042,3",aberto,atrasado,2025-10-09,29,SIM,importacao_bancaria,-367.69,2.3,
CAF-00342,29/03/2025,São Paulo,SP,web,tablet,despesa_pessoal,contas,Amigos Futebol,Água,793.92,dinheiro,Rafaela,8,100,99.24,fechado,pago,2025-04-07,0,SIM,api_integracao,-60.35,"3,3",
CAF-00343,2025-05-12,salvador,BA,web,desktop,despesa_pessoal,lazer,Evento Churrasco,Barzinho,104.21,cartao_credito,Carla,4,100,26.05,fechado,falha_pagamento,2025-05-30,0,sim,recorrente,225.36,"4,7",
CAF-00344,16-06-2025,Belo Horizonte,MG,api,tablet,despesa_grupo,transporte,Evento Churrasco,Combustível,"288,75",boleto,Natália,7,14.29,41.25,aberto,pago,2025-06-25,0,nao,manual,444.87,"4,1",
CAF-00345,2025-01-12,Belo Horizonte,MG,app,tablet,despesa_grupo,educacao,Casa 302,Curso,3187.62,boleto,Pedro,8,12.5,398.45,aberto,pago,2025-01-21,0,sim,manual,78.37,4.9,
CAF-00346,20/08/2025,São Paulo,sp,api,desktop,despesa_pessoal,contas,Pessoal,Internet,20.31,dinheiro,Ana,1,100,"20,31",aberto,pago,2025-08-24,0,nao,api_integracao,38.84,"4,0",
CAF-00347,21/01/2025,Salvador,BA,api,mobile,despesa_pessoal,lazer,Pessoal,Game,842.49,cartao_credito,Rafaela,1,100,"842,49",fechado,atrasdo,2025-01-21,29,sim,recorrente,-569.49,4.6,
CAF-00348,31/02/2025,Uberlândia,MG,api,tablet,pagamento_rateio,contas,Equipe Projeto,Água,"837,6",boleto,Felipe,5,20.0,167.52,aberto,pendente,2025-04-08,0,NÃO,recorrente,553.88,2.3,
CAF-00349,2025-06-15,campinas,sp,site,mobile,receita,alimentacao,Pessoal,Reembolso recebido,3164.8,cartao_credito,Giovana,1,100,3164.8,aberto,falha_pagamento,2025-06-19,0,nao,api_integracao,454.89,2.3,
CAF-00350,2025-07-28,Belo Horizonte,MG,site,mobile,despesa_grupo,viagem,Equipe Projeto,Hotel,"539,03",dinheiro,Henrique,5,20.0,107.81,fechado,pago,01/08/2025,0,sim,api_integracao,-28.51,"4,7",
CAF-00351,2025-03-15,Uberlândia,MG,api,tablet,despesa_grupo,lazer,Amigos Futebol,Show,624.58,cartao_debito,Felipe,7,14.29,89.23,cancelado,pago,2025-03-31,0,SIM,importacao_bancaria,"-206,47",3.1,
CAF-00352,2025-07-23,Ribeirão Preto,SP,web,desktop,pagamento_rateio,saude,Amigos Futebol,Exame,382.29,transferencia,Eduarda,7,14.29,54.61,fechado,estornado,02/08/2025,0,nao,api_integracao,"-190,82",4.6,
CAF-00353,2025-02-26,curitiba,PR,web,desktop,despesa_pessoal,transportee,Viagem Praia,Ônibus,"699,72",boleto,Diego,3,100,233.24,fechado,pendente,2025-02-26,0,,importacao_bancaria,75.46,3.6,
CAF-00354,2025-03-19,Belo Horizonte,MG,web,desktop,despesa_grupo,educacao,Pessoal,Livro,"737,94",cartao_debito,Ana,1,100.0,737.94,aberto,pago,2025-03-28,0,,manual,-528.93,"3,2",
CAF-00355,2025-05-22,belo horizonte,MG,site,mobile,despesa_pessoal,mercado,Republica Alpha,Compra mensal,112.94,cartao_debito,Isabela,2,100,56.47,fechado,pago,2025-05-29,0,SIM,manual,49.51,3.8,
CAF-00356,07/09/2025,Campinas,sp,api,mobile,reembolso,saude,Pessoal,Consulta,62.3,pix,Pedro,1,100.0,62.3,fechado,atrasado,15/09/2025,41,,api_integracao,"-96,43",4.5,
CAF-00357,2025-10-17,belo horizonte,mg,app,tablet,despesa_grupo,lazer,Casa 302,Game,,transferencia,Mateus,2,50.0,"347,88",aberto,atrasdo,2025-10-31,34,sim,recorrente,375.79,3.9,
CAF-00358,2025-05-10,Salvador,BA,api,desktop,receita,viagem,Pessoal,Freelance,"3919,48",cartao_debito,Mateus,1,100,3919.48,parcial,pago,15/05/2025,0,sim,api_integracao,-177.83,3.6,
CAF-00359,2025-09-06,Ribeirão Preto,SP,site,desktop,despesa_grupo,lazer,Amigos Futebol,Barzinho,646.9,boleto,Carla,5,20.0,129.38,parcial,pendente,2025-09-08,0,NÃO,api_integracao,-425.08,3.0,
CAF-00360,2025-05-06,curitiba,PR,site,mobile,reembolso,saude,Equipe Projeto,Farmácia,25.37,cartao_credito,Ana,8,12.5,3.17,parcial,atrasado,2025-05-19,37,nao,recorrente,-376.73,3.6,
CAF-00361,2025-10-04,São Paulo,SP,site,tablet,despesa_pessoal,transporte,Evento Churrasco,Pedágio,"102,51",boleto,Diego,7,100,14.64,aberto,pago,21/10/2025,0,nao,recorrente,-277.04,4.5,
